Sheet,Cell,Value,Formula
Without Debt,M131,"=IF(M42<=$H$12,$H$15,0)","=IF(M42<=$H$12,$H$15,0)"
Without Debt,N131,"=IF(N42<=$H$12,$H$15,0)","=IF(N42<=$H$12,$H$15,0)"
Without Debt,O131,"=IF(O42<=$H$12,$H$15,0)","=IF(O42<=$H$12,$H$15,0)"
Without Debt,P131,"=IF(P42<=$H$12,$H$15,0)","=IF(P42<=$H$12,$H$15,0)"
Without Debt,Q131,"=IF(Q42<=$H$12,$H$15,0)","=IF(Q42<=$H$12,$H$15,0)"
Without Debt,R131,"=IF(R42<=$H$12,$H$15,0)","=IF(R42<=$H$12,$H$15,0)"
Without Debt,S131,"=IF(S42<=$H$12,$H$15,0)","=IF(S42<=$H$12,$H$15,0)"
Without Debt,T131,"=IF(T42<=$H$12,$H$15,0)","=IF(T42<=$H$12,$H$15,0)"
Without Debt,U131,"=IF(U42<=$H$12,$H$15,0)","=IF(U42<=$H$12,$H$15,0)"
Without Debt,V131,"=IF(V42<=$H$12,$H$15,0)","=IF(V42<=$H$12,$H$15,0)"
Without Debt,W131,"=IF(W42<=$H$12,$H$15,0)","=IF(W42<=$H$12,$H$15,0)"
Without Debt,X131,"=IF(X42<=$H$12,$H$15,0)","=IF(X42<=$H$12,$H$15,0)"
Without Debt,Y131,"=IF(Y42<=$H$12,$H$15,0)","=IF(Y42<=$H$12,$H$15,0)"
Without Debt,Z131,"=IF(Z42<=$H$12,$H$15,0)","=IF(Z42<=$H$12,$H$15,0)"
Without Debt,AA131,"=IF(AA42<=$H$12,$H$15,0)","=IF(AA42<=$H$12,$H$15,0)"
Without Debt,AB131,"=IF(AB42<=$H$12,$H$15,0)","=IF(AB42<=$H$12,$H$15,0)"
Without Debt,B132,Inverter reserve account withdrawals,
Without Debt,D132,"=-IF(D$42=$H$12,$H$11,0)","=-IF(D$42=$H$12,$H$11,0)"
Without Debt,E132,"=-IF(E$42=$H$12,$H$11,0)","=-IF(E$42=$H$12,$H$11,0)"
Without Debt,F132,"=-IF(F$42=$H$12,$H$11,0)","=-IF(F$42=$H$12,$H$11,0)"
Without Debt,G132,"=-IF(G$42=$H$12,$H$11,0)","=-IF(G$42=$H$12,$H$11,0)"
Without Debt,H132,"=-IF(H$42=$H$12,$H$11,0)","=-IF(H$42=$H$12,$H$11,0)"
Without Debt,I132,"=-IF(I$42=$H$12,$H$11,0)","=-IF(I$42=$H$12,$H$11,0)"
Without Debt,J132,"=-IF(J$42=$H$12,$H$11,0)","=-IF(J$42=$H$12,$H$11,0)"
Without Debt,K132,"=-IF(K$42=$H$12,$H$11,0)","=-IF(K$42=$H$12,$H$11,0)"
Without Debt,L132,"=-IF(L$42=$H$12,$H$11,0)","=-IF(L$42=$H$12,$H$11,0)"
Without Debt,M132,"=-IF(M$42=$H$12,$H$11,0)","=-IF(M$42=$H$12,$H$11,0)"
Without Debt,N132,"=-IF(N$42=$H$12,$H$11,0)","=-IF(N$42=$H$12,$H$11,0)"
Without Debt,O132,"=-IF(O$42=$H$12,$H$11,0)","=-IF(O$42=$H$12,$H$11,0)"
Without Debt,P132,"=-IF(P$42=$H$12,$H$11,0)","=-IF(P$42=$H$12,$H$11,0)"
Without Debt,Q132,"=-IF(Q$42=$H$12,$H$11,0)","=-IF(Q$42=$H$12,$H$11,0)"
Without Debt,R132,"=-IF(R$42=$H$12,$H$11,0)","=-IF(R$42=$H$12,$H$11,0)"
Without Debt,S132,"=-IF(S$42=$H$12,$H$11,0)","=-IF(S$42=$H$12,$H$11,0)"
Without Debt,T132,"=-IF(T$42=$H$12,$H$11,0)","=-IF(T$42=$H$12,$H$11,0)"
Without Debt,U132,"=-IF(U$42=$H$12,$H$11,0)","=-IF(U$42=$H$12,$H$11,0)"
Without Debt,V132,"=-IF(V$42=$H$12,$H$11,0)","=-IF(V$42=$H$12,$H$11,0)"
Without Debt,W132,"=-IF(W$42=$H$12,$H$11,0)","=-IF(W$42=$H$12,$H$11,0)"
Without Debt,X132,"=-IF(X$42=$H$12,$H$11,0)","=-IF(X$42=$H$12,$H$11,0)"
Without Debt,Y132,"=-IF(Y$42=$H$12,$H$11,0)","=-IF(Y$42=$H$12,$H$11,0)"
Without Debt,Z132,"=-IF(Z$42=$H$12,$H$11,0)","=-IF(Z$42=$H$12,$H$11,0)"
Without Debt,AA132,"=-IF(AA$42=$H$12,$H$11,0)","=-IF(AA$42=$H$12,$H$11,0)"
Without Debt,AB132,"=-IF(AB$42=$H$12,$H$11,0)","=-IF(AB$42=$H$12,$H$11,0)"
Without Debt,B133,Battery reserve account contribution,
Without Debt,D133,"=IF(D42<=$H$14,$H$16,0)","=IF(D42<=$H$14,$H$16,0)"
Without Debt,E133,"=IF(E42<=$H$14,$H$16,0)","=IF(E42<=$H$14,$H$16,0)"
Without Debt,F133,"=IF(F42<=$H$14,$H$16,0)","=IF(F42<=$H$14,$H$16,0)"
Without Debt,G133,"=IF(G42<=$H$14,$H$16,0)","=IF(G42<=$H$14,$H$16,0)"
Without Debt,H133,"=IF(H42<=$H$14,$H$16,0)","=IF(H42<=$H$14,$H$16,0)"
Without Debt,I133,"=IF(I42<=$H$14,$H$16,0)","=IF(I42<=$H$14,$H$16,0)"
Without Debt,J133,"=IF(J42<=$H$14,$H$16,0)","=IF(J42<=$H$14,$H$16,0)"
Without Debt,K133,"=IF(K42<=$H$14,$H$16,0)","=IF(K42<=$H$14,$H$16,0)"
Without Debt,L133,"=IF(L42<=$H$14,$H$16,0)","=IF(L42<=$H$14,$H$16,0)"
Without Debt,M133,"=IF(M42<=$H$14,$H$16,0)","=IF(M42<=$H$14,$H$16,0)"
Without Debt,N133,"=IF(N42<=$H$14,$H$16,0)","=IF(N42<=$H$14,$H$16,0)"
Without Debt,O133,"=IF(O42<=$H$14,$H$16,0)","=IF(O42<=$H$14,$H$16,0)"
Without Debt,P133,"=IF(P42<=$H$14,$H$16,0)","=IF(P42<=$H$14,$H$16,0)"
Without Debt,Q133,"=IF(Q42<=$H$14,$H$16,0)","=IF(Q42<=$H$14,$H$16,0)"
Without Debt,R133,"=IF(R42<=$H$14,$H$16,0)","=IF(R42<=$H$14,$H$16,0)"
Without Debt,S133,"=IF(S42<=$H$14,$H$16,0)","=IF(S42<=$H$14,$H$16,0)"
Without Debt,T133,"=IF(T42<=$H$14,$H$16,0)","=IF(T42<=$H$14,$H$16,0)"
Without Debt,U133,"=IF(U42<=$H$14,$H$16,0)","=IF(U42<=$H$14,$H$16,0)"
Without Debt,V133,"=IF(V42<=$H$14,$H$16,0)","=IF(V42<=$H$14,$H$16,0)"
Without Debt,W133,"=IF(W42<=$H$14,$H$16,0)","=IF(W42<=$H$14,$H$16,0)"
Without Debt,X133,"=IF(X42<=$H$14,$H$16,0)","=IF(X42<=$H$14,$H$16,0)"
Without Debt,Y133,"=IF(Y42<=$H$14,$H$16,0)","=IF(Y42<=$H$14,$H$16,0)"
Without Debt,Z133,"=IF(Z42<=$H$14,$H$16,0)","=IF(Z42<=$H$14,$H$16,0)"
Without Debt,AA133,"=IF(AA42<=$H$14,$H$16,0)","=IF(AA42<=$H$14,$H$16,0)"
Without Debt,AB133,"=IF(AB42<=$H$14,$H$16,0)","=IF(AB42<=$H$14,$H$16,0)"
Without Debt,B134,Battery reserve account withdrawals,
Without Debt,D134,"=-IF(D$42=$H$14,$H$13,0)","=-IF(D$42=$H$14,$H$13,0)"
Without Debt,E134,"=-IF(E$42=$H$14,$H$13,0)","=-IF(E$42=$H$14,$H$13,0)"
Without Debt,F134,"=-IF(F$42=$H$14,$H$13,0)","=-IF(F$42=$H$14,$H$13,0)"
Without Debt,G134,"=-IF(G$42=$H$14,$H$13,0)","=-IF(G$42=$H$14,$H$13,0)"
Without Debt,H134,"=-IF(H$42=$H$14,$H$13,0)","=-IF(H$42=$H$14,$H$13,0)"
Without Debt,I134,"=-IF(I$42=$H$14,$H$13,0)","=-IF(I$42=$H$14,$H$13,0)"
Without Debt,J134,"=-IF(J$42=$H$14,$H$13,0)","=-IF(J$42=$H$14,$H$13,0)"
Without Debt,K134,"=-IF(K$42=$H$14,$H$13,0)","=-IF(K$42=$H$14,$H$13,0)"
Without Debt,L134,"=-IF(L$42=$H$14,$H$13,0)","=-IF(L$42=$H$14,$H$13,0)"
Without Debt,M134,"=-IF(M$42=$H$14,$H$13,0)","=-IF(M$42=$H$14,$H$13,0)"
Without Debt,N134,"=-IF(N$42=$H$14,$H$13,0)","=-IF(N$42=$H$14,$H$13,0)"
Without Debt,O134,"=-IF(O$42=$H$14,$H$13,0)","=-IF(O$42=$H$14,$H$13,0)"
Without Debt,P134,"=-IF(P$42=$H$14,$H$13,0)","=-IF(P$42=$H$14,$H$13,0)"
Without Debt,Q134,"=-IF(Q$42=$H$14,$H$13,0)","=-IF(Q$42=$H$14,$H$13,0)"
Without Debt,R134,"=-IF(R$42=$H$14,$H$13,0)","=-IF(R$42=$H$14,$H$13,0)"
Without Debt,S134,"=-IF(S$42=$H$14,$H$13,0)","=-IF(S$42=$H$14,$H$13,0)"
Without Debt,T134,"=-IF(T$42=$H$14,$H$13,0)","=-IF(T$42=$H$14,$H$13,0)"
Without Debt,U134,"=-IF(U$42=$H$14,$H$13,0)","=-IF(U$42=$H$14,$H$13,0)"
Without Debt,V134,"=-IF(V$42=$H$14,$H$13,0)","=-IF(V$42=$H$14,$H$13,0)"
Without Debt,W134,"=-IF(W$42=$H$14,$H$13,0)","=-IF(W$42=$H$14,$H$13,0)"
Without Debt,X134,"=-IF(X$42=$H$14,$H$13,0)","=-IF(X$42=$H$14,$H$13,0)"
Without Debt,Y134,"=-IF(Y$42=$H$14,$H$13,0)","=-IF(Y$42=$H$14,$H$13,0)"
Without Debt,Z134,"=-IF(Z$42=$H$14,$H$13,0)","=-IF(Z$42=$H$14,$H$13,0)"
Without Debt,AA134,"=-IF(AA$42=$H$14,$H$13,0)","=-IF(AA$42=$H$14,$H$13,0)"
Without Debt,AB134,"=-IF(AB$42=$H$14,$H$13,0)","=-IF(AB$42=$H$14,$H$13,0)"
Without Debt,A136,=SUM(C136:AB136),=SUM(C136:AB136)
Without Debt,B136,Project Cash Flow,
Without Debt,C136,=-C129+C125-SUM(C131:C134),=-C129+C125-SUM(C131:C134)
Without Debt,D136,=-D129+D125-SUM(D131:D134),=-D129+D125-SUM(D131:D134)
Without Debt,E136,=-E129+E125-SUM(E131:E134),=-E129+E125-SUM(E131:E134)
Without Debt,F136,=-F129+F125-SUM(F131:F134),=-F129+F125-SUM(F131:F134)
Without Debt,G136,=-G129+G125-SUM(G131:G134),=-G129+G125-SUM(G131:G134)
Without Debt,H136,=-H129+H125-SUM(H131:H134),=-H129+H125-SUM(H131:H134)
Without Debt,I136,=-I129+I125-SUM(I131:I134),=-I129+I125-SUM(I131:I134)
Without Debt,J136,=-J129+J125-SUM(J131:J134),=-J129+J125-SUM(J131:J134)
Without Debt,K136,=-K129+K125-SUM(K131:K134),=-K129+K125-SUM(K131:K134)
Without Debt,L136,=-L129+L125-SUM(L131:L134),=-L129+L125-SUM(L131:L134)
Without Debt,M136,=-M129+M125-SUM(M131:M134),=-M129+M125-SUM(M131:M134)
Without Debt,N136,=-N129+N125-SUM(N131:N134),=-N129+N125-SUM(N131:N134)
Without Debt,O136,=-O129+O125-SUM(O131:O134),=-O129+O125-SUM(O131:O134)
Without Debt,P136,=-P129+P125-SUM(P131:P134),=-P129+P125-SUM(P131:P134)
Without Debt,Q136,=-Q129+Q125-SUM(Q131:Q134),=-Q129+Q125-SUM(Q131:Q134)
Without Debt,R136,=-R129+R125-SUM(R131:R134),=-R129+R125-SUM(R131:R134)
Without Debt,S136,=-S129+S125-SUM(S131:S134),=-S129+S125-SUM(S131:S134)
Without Debt,T136,=-T129+T125-SUM(T131:T134),=-T129+T125-SUM(T131:T134)
Without Debt,U136,=-U129+U125-SUM(U131:U134),=-U129+U125-SUM(U131:U134)
Without Debt,V136,=-V129+V125-SUM(V131:V134),=-V129+V125-SUM(V131:V134)
Without Debt,W136,=-W129+W125-SUM(W131:W134),=-W129+W125-SUM(W131:W134)
Without Debt,X136,=-X129+X125-SUM(X131:X134),=-X129+X125-SUM(X131:X134)
Without Debt,Y136,=-Y129+Y125-SUM(Y131:Y134),=-Y129+Y125-SUM(Y131:Y134)
Without Debt,Z136,=-Z129+Z125-SUM(Z131:Z134),=-Z129+Z125-SUM(Z131:Z134)
Without Debt,AA136,=-AA129+AA125-SUM(AA131:AA134),=-AA129+AA125-SUM(AA131:AA134)
Without Debt,AB136,=-AB129+AB125-SUM(AB131:AB134),=-AB129+AB125-SUM(AB131:AB134)
Without Debt,A137,=SUM(C137:AB137),=SUM(C137:AB137)
Without Debt,B137,Equity Cash Flows,
Without Debt,C137,=-C141-C151-C146,=-C141-C151-C146
Without Debt,D137,=-D141-D151-D146,=-D141-D151-D146
Without Debt,E137,=-E141-E151-E146,=-E141-E151-E146
Without Debt,F137,=-F141-F151-F146,=-F141-F151-F146
Without Debt,G137,=-G141-G151-G146,=-G141-G151-G146
Without Debt,H137,=-H141-H151-H146,=-H141-H151-H146
Without Debt,I137,=-I141-I151-I146,=-I141-I151-I146
Without Debt,J137,=-J141-J151-J146,=-J141-J151-J146
Without Debt,K137,=-K141-K151-K146,=-K141-K151-K146
Without Debt,L137,=-L141-L151-L146,=-L141-L151-L146
Without Debt,M137,=-M141-M151-M146,=-M141-M151-M146
Without Debt,N137,=-N141-N151-N146,=-N141-N151-N146
Without Debt,O137,=-O141-O151-O146,=-O141-O151-O146
Without Debt,P137,=-P141-P151-P146,=-P141-P151-P146
Without Debt,Q137,=-Q141-Q151-Q146,=-Q141-Q151-Q146
Without Debt,R137,=-R141-R151-R146,=-R141-R151-R146
Without Debt,S137,=-S141-S151-S146,=-S141-S151-S146
Without Debt,T137,=-T141-T151-T146,=-T141-T151-T146
Without Debt,U137,=-U141-U151-U146,=-U141-U151-U146
Without Debt,V137,=-V141-V151-V146,=-V141-V151-V146
Without Debt,W137,=-W141-W151-W146,=-W141-W151-W146
Without Debt,X137,=-X141-X151-X146,=-X141-X151-X146
Without Debt,Y137,=-Y141-Y151-Y146,=-Y141-Y151-Y146
Without Debt,Z137,=-Z141-Z151-Z146,=-Z141-Z151-Z146
Without Debt,AA137,=-AA141-AA151-AA146,=-AA141-AA151-AA146
Without Debt,AB137,=-AB141-AB151-AB146,=-AB141-AB151-AB146
Without Debt,B138,Project Cumulative Cash Flow,
Without Debt,C138,=C136,=C136
Without Debt,D138,=(C138+D136)*(D42<=$C$19),=(C138+D136)*(D42<=$C$19)
Without Debt,E138,=(D138+E136)*(E42<=$C$19),=(D138+E136)*(E42<=$C$19)
Without Debt,F138,=(E138+F136)*(F42<=$C$19),=(E138+F136)*(F42<=$C$19)
Without Debt,G138,=(F138+G136)*(G42<=$C$19),=(F138+G136)*(G42<=$C$19)
Without Debt,H138,=(G138+H136)*(H42<=$C$19),=(G138+H136)*(H42<=$C$19)
Without Debt,I138,=(H138+I136)*(I42<=$C$19),=(H138+I136)*(I42<=$C$19)
Without Debt,J138,=(I138+J136)*(J42<=$C$19),=(I138+J136)*(J42<=$C$19)
Without Debt,K138,=(J138+K136)*(K42<=$C$19),=(J138+K136)*(K42<=$C$19)
Without Debt,L138,=(K138+L136)*(L42<=$C$19),=(K138+L136)*(L42<=$C$19)
Without Debt,M138,=(L138+M136)*(M42<=$C$19),=(L138+M136)*(M42<=$C$19)
Without Debt,N138,=(M138+N136)*(N42<=$C$19),=(M138+N136)*(N42<=$C$19)
Without Debt,O138,=(N138+O136)*(O42<=$C$19),=(N138+O136)*(O42<=$C$19)
Without Debt,P138,=(O138+P136)*(P42<=$C$19),=(O138+P136)*(P42<=$C$19)
Without Debt,Q138,=(P138+Q136)*(Q42<=$C$19),=(P138+Q136)*(Q42<=$C$19)
Without Debt,R138,=(Q138+R136)*(R42<=$C$19),=(Q138+R136)*(R42<=$C$19)
Without Debt,S138,=(R138+S136)*(S42<=$C$19),=(R138+S136)*(S42<=$C$19)
Without Debt,T138,=(S138+T136)*(T42<=$C$19),=(S138+T136)*(T42<=$C$19)
Without Debt,U138,=(T138+U136)*(U42<=$C$19),=(T138+U136)*(U42<=$C$19)
Without Debt,V138,=(U138+V136)*(V42<=$C$19),=(U138+V136)*(V42<=$C$19)
Without Debt,W138,=(V138+W136)*(W42<=$C$19),=(V138+W136)*(W42<=$C$19)
Without Debt,X138,=(W138+X136)*(X42<=$C$19),=(W138+X136)*(X42<=$C$19)
Without Debt,Y138,=(X138+Y136)*(Y42<=$C$19),=(X138+Y136)*(Y42<=$C$19)
Without Debt,Z138,=(Y138+Z136)*(Z42<=$C$19),=(Y138+Z136)*(Z42<=$C$19)
Without Debt,AA138,=(Z138+AA136)*(AA42<=$C$19),=(Z138+AA136)*(AA42<=$C$19)
Without Debt,AB138,=(AA138+AB136)*(AB42<=$C$19),=(AA138+AB136)*(AB42<=$C$19)
Without Debt,B141,Add Equity Raised,
Without Debt,C141,=C129*Finance!E22,=C129*Finance!E22
Without Debt,D141,"=MAX(0,D129-D142)","=MAX(0,D129-D142)"
Without Debt,E141,"=MAX(0,E129-E142)","=MAX(0,E129-E142)"
Without Debt,F141,"=MAX(0,F129-F142)","=MAX(0,F129-F142)"
Without Debt,G141,"=MAX(0,G129-G142)","=MAX(0,G129-G142)"
Without Debt,H141,"=MAX(0,H129-H142)","=MAX(0,H129-H142)"
Without Debt,I141,"=MAX(0,I129-I142)","=MAX(0,I129-I142)"
Without Debt,J141,"=MAX(0,J129-J142)","=MAX(0,J129-J142)"
Without Debt,K141,"=MAX(0,K129-K142)","=MAX(0,K129-K142)"
Without Debt,L141,"=MAX(0,L129-L142)","=MAX(0,L129-L142)"
Without Debt,M141,"=MAX(0,M129-M142)","=MAX(0,M129-M142)"
Without Debt,N141,"=MAX(0,N129-N142)","=MAX(0,N129-N142)"
Without Debt,O141,"=MAX(0,O129-O142)","=MAX(0,O129-O142)"
Without Debt,P141,"=MAX(0,P129-P142)","=MAX(0,P129-P142)"
Without Debt,Q141,"=MAX(0,Q129-Q142)","=MAX(0,Q129-Q142)"
Without Debt,R141,"=MAX(0,R129-R142)","=MAX(0,R129-R142)"
Without Debt,S141,"=MAX(0,S129-S142)","=MAX(0,S129-S142)"
Without Debt,T141,"=MAX(0,T129-T142)","=MAX(0,T129-T142)"
Without Debt,U141,"=MAX(0,U129-U142)","=MAX(0,U129-U142)"
Without Debt,V141,"=MAX(0,V129-V142)","=MAX(0,V129-V142)"
Without Debt,W141,"=MAX(0,W129-W142)","=MAX(0,W129-W142)"
Without Debt,X141,"=MAX(0,X129-X142)","=MAX(0,X129-X142)"
Without Debt,Y141,"=MAX(0,Y129-Y142)","=MAX(0,Y129-Y142)"
Without Debt,Z141,"=MAX(0,Z129-Z142)","=MAX(0,Z129-Z142)"
Without Debt,AA141,"=MAX(0,AA129-AA142)","=MAX(0,AA129-AA142)"
Without Debt,AB141,"=MAX(0,AB129-AB142)","=MAX(0,AB129-AB142)"
Without Debt,B142,Add Debt Raised,
Without Debt,C142,=C129*Finance!E19,=C129*Finance!E19
Without Debt,D142,=(C142-D144)*(D$42<=Finance!$E$20),=(C142-D144)*(D$42<=Finance!$E$20)
Without Debt,E142,=(D142-E144)*(E$42<=Finance!$E$20),=(D142-E144)*(E$42<=Finance!$E$20)
Without Debt,F142,=(E142-F144)*(F$42<=Finance!$E$20),=(E142-F144)*(F$42<=Finance!$E$20)
Without Debt,G142,=(F142-G144)*(G$42<=Finance!$E$20),=(F142-G144)*(G$42<=Finance!$E$20)
Without Debt,H142,=(G142-H144)*(H$42<=Finance!$E$20),=(G142-H144)*(H$42<=Finance!$E$20)
Without Debt,I142,=(H142-I144)*(I$42<=Finance!$E$20),=(H142-I144)*(I$42<=Finance!$E$20)
Without Debt,J142,=(I142-J144)*(J$42<=Finance!$E$20),=(I142-J144)*(J$42<=Finance!$E$20)
Without Debt,K142,=(J142-K144)*(K$42<=Finance!$E$20),=(J142-K144)*(K$42<=Finance!$E$20)
Without Debt,L142,=(K142-L144)*(L$42<=Finance!$E$20),=(K142-L144)*(L$42<=Finance!$E$20)
Without Debt,M142,=(L142-M144)*(M$42<=Finance!$E$20),=(L142-M144)*(M$42<=Finance!$E$20)
Without Debt,N142,=(M142-N144)*(N$42<=Finance!$E$20),=(M142-N144)*(N$42<=Finance!$E$20)
Without Debt,O142,=(N142-O144)*(O$42<=Finance!$E$20),=(N142-O144)*(O$42<=Finance!$E$20)
Without Debt,P142,=(O142-P144)*(P$42<=Finance!$E$20),=(O142-P144)*(P$42<=Finance!$E$20)
Without Debt,Q142,=(P142-Q144)*(Q$42<=Finance!$E$20),=(P142-Q144)*(Q$42<=Finance!$E$20)
Without Debt,R142,=(Q142-R144)*(R$42<=Finance!$E$20),=(Q142-R144)*(R$42<=Finance!$E$20)
Without Debt,S142,=(R142-S144)*(S$42<=Finance!$E$20),=(R142-S144)*(S$42<=Finance!$E$20)
Without Debt,T142,=(S142-T144)*(T$42<=Finance!$E$20),=(S142-T144)*(T$42<=Finance!$E$20)
Without Debt,U142,=(T142-U144)*(U$42<=Finance!$E$20),=(T142-U144)*(U$42<=Finance!$E$20)
Without Debt,V142,=(U142-V144)*(V$42<=Finance!$E$20),=(U142-V144)*(V$42<=Finance!$E$20)
Without Debt,W142,=(V142-W144)*(W$42<=Finance!$E$20),=(V142-W144)*(W$42<=Finance!$E$20)
Without Debt,X142,=(W142-X144)*(X$42<=Finance!$E$20),=(W142-X144)*(X$42<=Finance!$E$20)
Without Debt,Y142,=(X142-Y144)*(Y$42<=Finance!$E$20),=(X142-Y144)*(Y$42<=Finance!$E$20)
Without Debt,Z142,=(Y142-Z144)*(Z$42<=Finance!$E$20),=(Y142-Z144)*(Z$42<=Finance!$E$20)
Without Debt,AA142,=(Z142-AA144)*(AA$42<=Finance!$E$20),=(Z142-AA144)*(AA$42<=Finance!$E$20)
Without Debt,AB142,=(AA142-AB144)*(AB$42<=Finance!$E$20),=(AA142-AB144)*(AB$42<=Finance!$E$20)
Without Debt,B143,interest,
Without Debt,D143,=C142*Finance!E21,=C142*Finance!E21
Without Debt,E143,=D142*Finance!$E$21,=D142*Finance!$E$21
Without Debt,F143,=E142*Finance!$E$21,=E142*Finance!$E$21
Without Debt,G143,=F142*Finance!$E$21,=F142*Finance!$E$21
Without Debt,H143,=G142*Finance!$E$21,=G142*Finance!$E$21
Without Debt,I143,=H142*Finance!$E$21,=H142*Finance!$E$21
Without Debt,J143,=I142*Finance!$E$21,=I142*Finance!$E$21
Without Debt,K143,=J142*Finance!$E$21,=J142*Finance!$E$21
Without Debt,L143,=K142*Finance!$E$21,=K142*Finance!$E$21
Without Debt,M143,=L142*Finance!$E$21,=L142*Finance!$E$21
Without Debt,N143,=M142*Finance!$E$21,=M142*Finance!$E$21
Without Debt,O143,=N142*Finance!$E$21,=N142*Finance!$E$21
Without Debt,P143,=O142*Finance!$E$21,=O142*Finance!$E$21
Without Debt,Q143,=P142*Finance!$E$21,=P142*Finance!$E$21
Without Debt,R143,=Q142*Finance!$E$21,=Q142*Finance!$E$21
Without Debt,S143,=R142*Finance!$E$21,=R142*Finance!$E$21
Without Debt,T143,=S142*Finance!$E$21,=S142*Finance!$E$21
Without Debt,U143,=T142*Finance!$E$21,=T142*Finance!$E$21
Without Debt,V143,=U142*Finance!$E$21,=U142*Finance!$E$21
Without Debt,W143,=V142*Finance!$E$21,=V142*Finance!$E$21
Without Debt,X143,=W142*Finance!$E$21,=W142*Finance!$E$21
Without Debt,Y143,=X142*Finance!$E$21,=X142*Finance!$E$21
Without Debt,Z143,=Y142*Finance!$E$21,=Y142*Finance!$E$21
Without Debt,AA143,=Z142*Finance!$E$21,=Z142*Finance!$E$21
Without Debt,AB143,=AA142*Finance!$E$21,=AA142*Finance!$E$21
Without Debt,B144,Dept repayment,
Without Debt,D144,=C142/Finance!E20,=C142/Finance!E20
Without Debt,E144,=D144*(E$42<=Finance!$E$20),=D144*(E$42<=Finance!$E$20)
Without Debt,F144,=E144*(F$42<=Finance!$E$20),=E144*(F$42<=Finance!$E$20)
Without Debt,G144,=F144*(G$42<=Finance!$E$20),=F144*(G$42<=Finance!$E$20)
Without Debt,H144,=G144*(H$42<=Finance!$E$20),=G144*(H$42<=Finance!$E$20)
Without Debt,I144,=H144*(I$42<=Finance!$E$20),=H144*(I$42<=Finance!$E$20)
Without Debt,J144,=I144*(J$42<=Finance!$E$20),=I144*(J$42<=Finance!$E$20)
Without Debt,K144,=J144*(K$42<=Finance!$E$20),=J144*(K$42<=Finance!$E$20)
Without Debt,L144,=K144*(L$42<=Finance!$E$20),=K144*(L$42<=Finance!$E$20)
Without Debt,M144,=L144*(M$42<=Finance!$E$20),=L144*(M$42<=Finance!$E$20)
Without Debt,N144,=M144*(N$42<=Finance!$E$20),=M144*(N$42<=Finance!$E$20)
Without Debt,O144,=N144*(O$42<=Finance!$E$20),=N144*(O$42<=Finance!$E$20)
Without Debt,P144,=O144*(P$42<=Finance!$E$20),=O144*(P$42<=Finance!$E$20)
Without Debt,Q144,=P144*(Q$42<=Finance!$E$20),=P144*(Q$42<=Finance!$E$20)
Without Debt,R144,=Q144*(R$42<=Finance!$E$20),=Q144*(R$42<=Finance!$E$20)
Without Debt,S144,=R144*(S$42<=Finance!$E$20),=R144*(S$42<=Finance!$E$20)
Without Debt,T144,=S144*(T$42<=Finance!$E$20),=S144*(T$42<=Finance!$E$20)
Without Debt,U144,=T144*(U$42<=Finance!$E$20),=T144*(U$42<=Finance!$E$20)
Without Debt,V144,=U144*(V$42<=Finance!$E$20),=U144*(V$42<=Finance!$E$20)
Without Debt,W144,=V144*(W$42<=Finance!$E$20),=V144*(W$42<=Finance!$E$20)
Without Debt,X144,=W144*(X$42<=Finance!$E$20),=W144*(X$42<=Finance!$E$20)
Without Debt,Y144,=X144*(Y$42<=Finance!$E$20),=X144*(Y$42<=Finance!$E$20)
Without Debt,Z144,=Y144*(Z$42<=Finance!$E$20),=Y144*(Z$42<=Finance!$E$20)
Without Debt,AA144,=Z144*(AA$42<=Finance!$E$20),=Z144*(AA$42<=Finance!$E$20)
Without Debt,AB144,=AA144*(AB$42<=Finance!$E$20),=AA144*(AB$42<=Finance!$E$20)
Without Debt,B146,Less Dividends Paid,
Without Debt,B147,Less Principal Repaid,
Without Debt,A148,=SUM(C148:AB148),=SUM(C148:AB148)
Without Debt,B148,Less Interest Paid,
Without Debt,B149,Add Interest Received,
Without Debt,B150,Add Interest Tax Shield,
Without Debt,C150,=C123,=C123
Without Debt,D150,=D123,=D123
Without Debt,E150,=E123,=E123
Without Debt,F150,=F123,=F123
Without Debt,G150,=G123,=G123
Without Debt,H150,=H123,=H123
Without Debt,I150,=I123,=I123
Without Debt,J150,=J123,=J123
Without Debt,K150,=K123,=K123
Without Debt,L150,=L123,=L123
Without Debt,M150,=M123,=M123
Without Debt,N150,=N123,=N123
Without Debt,O150,=O123,=O123
Without Debt,P150,=P123,=P123
Without Debt,Q150,=Q123,=Q123
Without Debt,R150,=R123,=R123
Without Debt,S150,=S123,=S123
Without Debt,T150,=T123,=T123
Without Debt,U150,=U123,=U123
Without Debt,V150,=V123,=V123
Without Debt,W150,=W123,=W123
Without Debt,X150,=X123,=X123
Without Debt,Y150,=Y123,=Y123
Without Debt,Z150,=Z123,=Z123
Without Debt,AA150,=AA123,=AA123
Without Debt,AB150,=AB123,=AB123
Without Debt,B151,Less Cash Distribution to equity,
Without Debt,D151,"=MIN(0,$C$33-$C$32*(D136+D146+D147+D148+D149+D150+C164))*(D42<=$C$19)*(C164>$C$33)","=MIN(0,$C$33-$C$32*(D136+D146+D147+D148+D149+D150+C164))*(D42<=$C$19)*(C164>$C$33)"
